form,smiles,MW,logP,HBD,HBA,QED,lipinski_pass
mature,CC(C)CC(NC(=O)C(Cc1ccccc1)N[C@H](C#N)CC1CCCCC1)S(=O)(=O)Cn1ccnc1,513.7,3.81,2,6,0.421,0
mature,N#CC1(C(=O)N2CCCC2C(=O)NC(=O)c2ccc(C(F)(F)F)cc2)CC1,379.3,2.26,1,4,0.816,1
mature,COc1cccc(/C(=N/NC(=O)C(Cc2ccccc2)N[C@@H](C)C=O)c2ccccc2)c1,429.5,3.35,2,5,0.294,1
mature,CC(COC(=O)NC(C)C(=O)OCc1ccccc1)C(=O)N[C@H](CO)Cc1ccccc1,442.5,2.2,3,6,0.46,1
mature,N#CC(NC(=O)OCc1ccccc1)(C(=O)OCc1ccccc1)C1CCCC1,392.5,4.11,1,5,0.717,1
mature,N#CC(NC(=O)C1CCCCC1)C(=O)C(Cc1ccccc1)Cc1ccccc1,388.5,4.25,1,3,0.735,1
mature,CN(CCc1ccccc1)C(C(=O)O)c1ccc(-c2ccccc2)cc1,345.4,4.65,1,2,0.677,1
mature,CSCCC(C=Nc1cc(C(F)(F)F)n(C)n1)NC(=O)C1CCCCN1C(=O)C(Cc1ccccc1)NC(=O)N(CC(C)C)C(=O)OCCc1ccccc1,785.9,6.42,2,8,0.16,0
mature,CC(C)CC(NC(=O)c1cccc(C(=O)O)c1)C(=O)NCc1ccccc1,368.4,2.85,3,3,0.668,1
mature,CCOC(=O)C(NC(=O)C(C)(c1ccc(C)cc1)[C@H]1CC[C@@H](C)OC1=O)c1ccccc1,437.5,4.02,1,5,0.662,1
mature,O=C(O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,356.4,1.68,4,3,0.574,1
mature,CCOC(=O)C(CCc1ccccc1)NC(=O)C(CC1CCCCC1)NC(=O)c1ccccc1,464.6,4.44,2,4,0.482,1
mature,Cc1ccc2cnc(N[C@H]3C[C@@H]4CC[C@H]3N4S(=O)(=O)c3ccccc3)nc2c1,394.5,3.34,1,5,0.735,1
mature,COC(=O)C1CCCN1C(=O)C(Cc1ccc(O)cc1)=NC(=O)C1Cc2ccccc2CN1C(=O)C(CC(C)C)NC(=O)OC(C)(C)C,662.8,3.96,2,8,0.302,0
mature,N#C[C@@H](Cc1cccc(C(F)(F)F)c1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccccc1,501.5,3.85,2,4,0.465,0
mature,O=C(C#Cc1ccccc1C(F)(F)F)NC(Cc1ccccc1)C(=O)NCc1ccc(F)cc1,468.5,4.24,2,2,0.42,1
mature,CC(C)(C)OC(=O)NC(C(=O)NCC#N)N1CCCCC1=O,310.4,0.49,2,5,0.734,1
mature,CC(C)C(NC(=O)c1ccccc1)C(=O)NC(=O)OC(C)(C)C,320.4,2.49,2,4,0.892,1
mature,O=C1CN(Cc2ccc(Br)cc2)c2ccccc21,302.2,3.65,0,2,0.844,1
mature,CC(C)C[C@@H](Cn1c(=O)n(C)c2ccc(Cl)cc21)NC(=O)C(Cc1ccccc1)NC(=O)CO,487.0,2.24,3,4,0.408,1
mature,CC(C)CC(NC(=O)C1CCCN1C(=O)OCc1ccccc1)C(Cc1ccccc1)C(=O)NCc1ccccc1,555.7,5.49,2,4,0.309,0
mature,CCOC(=O)C(N[C@H](C)CC(C)C)C(=O)N/C=C/CCc1ccccc1,360.5,3.21,2,4,0.47,1
mature,CC(CNC(=O)C(CCc1ccccc1)NC(=O)C(C=NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)c1ccccc1)SCCC#N,655.8,5.16,3,7,0.103,0
mature,NC(=O)C(Cc1ccccc1)NC(=O)C(F)C[C@H](Cc1ccccc1)NC(=O)Cc1ccccc1,475.6,2.9,3,3,0.375,1
mature,CC(C)C(NC(=O)Cn1c(=O)c(=O)[nH]c(=O)c2ccccc21)C(=O)C(O)C(C)NC(=O)OCc1ccccc1Cl,573.0,1.09,4,8,0.261,0
mature,CC1=CCCC[C@H](NC(=O)OCc2ccccc2)OC(C)(C)C(NC(=O)OCC(C)(C)C)C(=O)N[C@H]1C,517.7,4.81,3,6,0.483,0
mature,N#C[C@@H](NC(=O)C(CCc1ccccc1)N=C(CCc1ccccc1)CCc1ccccc1)c1ccccc1,513.7,7.08,1,3,0.194,0
mature,N#Cc1nc(Nc2ccccc2)nc(N2CCCCC2)n1,280.3,2.48,1,6,0.93,1
mature,N#CNC(=O)c1ccc(-c2ccsc2)cc1,228.3,2.63,1,3,0.634,1
mature,CCC(NC(=O)CCC(=O)NC(=O)NC(CC(C)C)C(=O)OCc1ccccc1)C(=O)NCCCc1ccccc1,566.7,3.39,4,6,0.181,0
mature,CC(C)(C)OC(=O)/C=C/C(=C(C#N)S(=O)(=O)c1cccc(Cl)c1)c1c[nH]c2ccccc12,469.0,5.43,1,5,0.233,0
mature,CSCC(NC(=O)CSc1nccs1)C(=O)c1cc2ccccc2[nH]1,391.5,3.45,2,6,0.454,1
mature,CC(C)(C)C(=O)OCCC1CCCCC1,212.3,3.55,0,2,0.669,1
mature,CC(C)C(NC(=O)C(Cc1ccccc1)NCc1cccs1)C(=O)NCC#N,398.5,2.23,3,5,0.535,1
mature,CC(C)C(N[C@@H](c1ccc(S(C)(=O)=O)cc1)c1cccc(Cl)c1)C(=O)N(C)C#N,434.0,3.39,1,5,0.534,1
mature,O=CCN([C@H]1CCN(C(=O)c2ccccc2)C1)[C@H]1CC2(CC2)CC1C(=O)NCc1ccc2c(c1)OCO2,503.6,3.01,1,6,0.558,0
mature,CC(C)CC(OCC1CCCCC1)C(=O)NC#N,252.4,2.6,1,3,0.584,1
mature,CC(C)OC(=O)C1(C(C)C)CC[C@H]2c3cccc4c3O[C@@H]2OC4C(=O)N1,359.4,2.82,1,5,0.84,1
mature,CCC(NC(=O)CC(=O)O)C(=O)OCc1ccccc1,279.3,1.1,2,4,0.576,1
mature,N#C[C@H](Cc1ccccc1)NC(=O)C(NC(=O)C(=O)NCCCc1ccccc1)C(=O)Nc1ccc2ccccc2c1,561.6,3.26,4,5,0.126,0
mature,CCOC(=O)NC(Cc1ccccc1)C(=O)C(NC(=O)C1CCN1C(=O)OC(C)(C)C)C1CCCCC1,515.7,3.99,2,6,0.514,0
mature,COC(=O)C(CC(C)C)NC(=O)c1ccccc1,249.3,2.0,1,3,0.812,1
mature,CCCCN(C)C(=O)C(NC(=O)C(CCc1ccc(OC)cc1)NCC1CCCCC1)C(C)=O,473.7,3.5,2,5,0.404,1
mature,CC(C)[C@H](Cc1ccccc1)NC(=O)CCNC(=O)C(CSCc1ccccc1)NC(=O)OCc1ccccc1F,579.7,5.24,3,5,0.229,0
mature,COC(C(=O)N[C@H](C#N)c1ccccc1)[C@H](CC(C)C)NC(=O)OCc1ccccc1,423.5,3.72,2,5,0.607,1
mature,CSCCN1Cc2cc(Cl)ccc2C1C(=O)NC(NC(=O)OCc1ccc2c(c1)OCCO2)C(=O)N1CCC[C@@H]1C#N,614.1,3.21,2,9,0.409,0
mature,CCOC(=O)[C@@H]1c2ccccc2C[C@H]1OCC(=O)NC(C#N)C(=O)OC,360.4,0.46,1,7,0.702,1
mature,CC(NC(=O)C1CCCN1C(=O)C1CCCC1)C(=O)O,282.3,0.76,2,3,0.797,1
mature,CCC[C@@H](C)NC(=O)COc1ccc2ccc(C(=O)C(C)NS(=O)(=O)c3cccc(Cl)c3Cl)cc2c1,551.5,5.38,2,5,0.312,0
mature,COc1nc(NC2CCCCC2)c(C#N)nc1-c1cccc(-c2ccccc2)c1,384.5,5.44,1,5,0.634,0
mature,CC[C@@H](C#Cc1ccccc1)NC(=O)C(NC(=O)OCC(C)(C)C)c1ccccc1,406.5,4.45,2,3,0.697,1
mature,CCOc1nc(C#N)nc2ccccc12,199.2,1.9,0,4,0.741,1
mature,CS(=O)(=O)c1cccc(C(=O)NC(Cc2ccccc2)C(=O)C(CCc2ccccc2)NC(=O)c2ccccc2)c1,568.7,4.43,2,5,0.263,0
mature,Cc1cccc(Nc2nc(C#N)nc(NCCc3ccccc3)n2)c1,330.4,3.45,2,6,0.72,1
mature,O=C(Nc1ccccc1)N[C@H]1CCCCN1S(=O)(=O)c1ccccc1,359.5,3.01,2,3,0.881,1
mature,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C/C=C/S(=O)(=O)c1ccccc1)C(=O)OCc1ccccc1,576.7,4.37,2,6,0.275,0
mature,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)C(NC(=O)C(=O)CSc1ccccc1)C(C)C,498.6,4.4,2,6,0.314,1
mature,CC(C)CC(C=O)NC(=O)OCc1ccccc1,249.3,2.53,1,3,0.788,1
mature,CC(C)C(NC(=O)COc1cccc(C#N)c1)C(C)(C)C,288.4,3.12,1,3,0.905,1
mature,CC(C)CC(N=O)[C@@H](CCc1ccccc1)COC(=O)NCC#N,331.4,3.67,1,5,0.523,1
mature,CSCC(C#N)NC(=O)N[C@H](CCc1ccccc1)Cc1ccccc1,367.5,3.78,2,3,0.709,1
mature,O=C(NC1CCCCC1)c1cccc(C(F)(F)F)c1,271.3,3.77,1,1,0.871,1
mature,CC(C)C/C(=C\C(=O)C(=O)OCc1ccccc1)NC(Cc1ccccc1)C(=O)NCC#N,447.5,3.07,2,6,0.224,1
mature,N#CC1(NC(=O)c2ccc(-c3ccccc3)cn2)CC1,263.3,2.53,1,3,0.925,1
mature,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(=O)C(CCCCN)C(=O)NCCc1ccccc1,524.7,3.07,4,6,0.209,0
mature,Cc1nc(Nc2cccc(C#N)c2)sc1-c1csc2c1CCC2,337.5,5.28,1,5,0.707,0
mature,COc1ccc(Nc2nc(C#N)c3ccccc3n2)cc1,276.3,3.25,1,5,0.795,1
mature,N#C[C@H](Cc1ccc(Br)cc1)NC(=O)C(CCc1ccccc1)NC(=O)C1O[C@@H]2CO[C@H]12,498.4,2.28,2,5,0.553,1
mature,Cc1cc(C(=O)NC(CC(=O)N(C)C)C(=O)NC(Cc2ccccc2)C(=O)N=CC(=O)C(O)Cc2ccccc2)no1,575.6,1.06,3,8,0.254,0
mature,NC(=NCCCC(NC(=O)OCc1ccccc1)C(=O)NC(=O)c1ccccc1)NC(=O)NCCc1ccccc1,558.6,2.87,5,6,0.13,0
mature,O=C(NC(Cc1ccccc1)C(=O)C(CCc1ccccc1)NC(=O)C1CCCN1C(=O)OCc1ccccc1)c1ccccc1,617.7,5.52,2,5,0.206,0
mature,CCC(=O)N1CCC[C@H]1OC(=O)NC(CCc1ccccc1)C(=O)NCc1ccccc1,437.5,3.39,2,4,0.63,1
mature,C[C@@H](C#Cc1ccccc1)NC(=O)C(CC1CCCCC1)NC(=O)CCCCc1ccccc1,458.6,5.41,2,2,0.369,0
mature,CO[C@@H]1CS(=O)(=O)N1C#N,162.2,-0.91,0,4,0.468,1
mature,Cc1ccc(CS(=O)(=O)CC/C(=C/C(=O)NCc2cccc(Cl)c2)C(=O)N(C)C)cc1,463.0,3.28,1,4,0.579,1
mature,CCCC(C(Cc1ccccc1)C(=O)NC(=O)N1CCOCC1)S(=O)(=O)c1cccc(OCc2ccccc2)c1,564.7,4.64,1,6,0.364,0
mature,CCOC(=O)C(N[C@@H](CCSCc1ccccc1)c1cccc(Cl)c1)C(=O)C(=O)NC(c1ccccc1)C1CCCCC1,621.2,7.23,2,6,0.081,0
mature,CC(C)C(NC(=O)c1ccccc1N(C)C(=O)C(C)N1C[C@@H](C)N(C)C1=O)C(=O)NCCc1ccccc1,521.7,2.91,2,4,0.502,0
mature,CC(C)CC(NC(=O)C1CCCN1C)C(=O)NCC(=O)N[C@@H]1CCCCc2ccccc21,442.6,2.31,3,4,0.539,1
mature,CCCC(NC(=O)Oc1ccccc1)C(=O)N1CCC1C(=O)N[C@H](CC(=O)O)c1ccccc1,467.5,2.88,3,5,0.493,1
mature,CC(C)(C)[C@H](Cc1ccccc1)NC(=O)C(Cn1ccc2ccccc21)NCCC#N,416.6,4.29,2,3,0.511,1
mature,CC(C)C(NC(=O)C1O[C@@H]2CCN3C(=O)CC[C@@H]3[C@@H]12)C(=O)O,310.3,-0.01,2,4,0.761,1
mature,CN(C)C(=O)OC(=O)C1C=C[C@@H](Cl)N1C(=O)C(=O)C(C)(C)C,330.8,1.16,0,5,0.189,1
mature,N#Cc1ccc(CNC(=O)N=C2CC3[C@H](c4cc(Br)ccc42)N3Cc2ccccc2)cc1,485.4,5.35,1,3,0.507,0
mature,CC[C@]1(CNC(=O)C2CCC(=O)N2)CCCC(C(=O)N[C@@H]2CCc3ccccc32)N(C(=O)C(CC(C)C)NC(=O)OCc2ccccc2)C1,673.9,4.3,4,6,0.264,0
mature,COc1ccc(CC(C#N)NC(=O)C(CSCc2ccccc2)NC(=O)OCc2ccccc2)cc1,503.6,4.47,2,6,0.378,0
mature,N#CC1(NC(=O)C2CCCC[C@H]2CNC(=O)c2ccccc2C(F)(F)F)CC1,393.4,3.41,2,3,0.804,1
mature,N#Cc1nc(-c2ccccc2)nc2ccccc12,231.3,3.17,0,3,0.646,1
mature,CC(C)CO[C@@H]1CC[C@H](OC(=O)N[C@H](C#N)Cc2ccccc2)c2c(Cl)cc(NCCO)cc21,486.0,5.15,3,6,0.429,0
mature,CC(C)C[C@H](NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(C)C,557.7,5.44,3,4,0.246,0
mature,COC(=O)NC(CC(C)C)C(=O)NC(=O)C(NC(=O)Cc1cccs1)C(F)(F)F,437.4,1.75,3,6,0.574,1
mature,CCNC(Cc1cc2scc(-c3ccccc3)c2s1)C(=O)NC(C(=O)O)C(C)C,430.6,4.38,3,5,0.471,1
mature,COC(=O)C[C@@H]1CNC(C(=O)C(CC(C)C)NC(=O)c2ccc(C)s2)C1,380.5,2.31,2,6,0.676,1
mature,O=C(O)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)C1CCCCC1,422.5,3.95,3,3,0.6,1
mature,CCC(C(=O)NC(=O)Cc1ccccc1)[C@@H](NC(=O)C1Cc2ccccc2N1C)c1ccccc1,469.6,3.82,2,4,0.526,1
mature,O=C(NCCc1ccccc1)C(CCc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1,542.7,3.12,3,4,0.328,0
mature,CC(C)CC(O)C(=O)NC(C(C)C)C(C)C(=O)Nc1cccc(Br)c1,413.4,3.57,3,3,0.61,1
mature,CC(C)(C)OC(=O)NCC(=O)N/C=C/[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,419.5,3.28,3,5,0.629,1
mature,C/C=C/C[C@@H](C)NC(=O)C(C)[C@H](CC(=O)OCc1ccccc1)NC(=O)C(N)CC(C)C,445.6,3.09,3,5,0.319,1
mature,C[C@@H](NC(=O)C(NCCCc1ccc(Br)cc1)C(=O)C1(C#N)CC1)c1ccccc1,468.4,4.09,2,4,0.407,1
mature,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)N1CCC(Cl)CC1OC=O,540.0,2.41,3,7,0.255,0
mature,CCOC(=O)C(=O)N(C)C(CNC(=O)c1ccccc1C)CC(C)C,348.4,2.16,1,4,0.605,1
mature,C/C=C/[C@H](CC(C)C)NS(=O)(=O)c1ccccc1,267.4,2.96,1,2,0.805,1
mature,CC(C)CCC(N[C@H](/C=C/c1ccccc1)C(=O)C(F)F)C(=O)Nc1cccc(NC(=O)CCCC2CCOCC2)c1,583.7,6.47,3,5,0.211,0
mature,CCC/C=C/C(=O)CNC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccccc1,527.7,3.15,3,5,0.307,0
mature,O=C(CSC(CF)C(=O)C(CCc1ccccc1)NC(=O)O[C@@H](c1ccccc1)C1CCCCC1)NN1CCOCC1,599.8,5.04,2,7,0.314,0
mature,COc1ccc(C#CCCNC(Cc2ccccc2)C(=O)C(CC(C)(C)C)NC(=O)Oc2ccccc2)cc1,526.7,5.8,2,5,0.244,0
mature,Cc1cccc(Nc2nc(C)nc(C#N)n2)c1,225.3,2.1,1,5,0.847,1
mature,CC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,557.7,4.37,3,5,0.272,0
mature,Cc1ccc(-c2nnc([C@H](C)NC(=O)C(=O)NCc3ccccc3)o2)s1,370.4,2.6,2,6,0.673,1
mature,CC(C)C(=O)C(=O)NC(C#N)C(=O)Nc1ccc2ccccc2c1,323.4,2.01,2,4,0.822,1
mature,O=CC(NC(=O)O)C(SCCC(=O)CCC(=O)NCc1ccc(F)cc1)c1ccccc1,460.5,3.49,3,5,0.395,1
mature,CCOC(=O)C(CSCc1ccccc1)NC(=O)C(Cc1ccccc1)NC(Cc1ccccc1)C(=O)c1nnc(C)o1,600.7,4.35,2,9,0.143,0
mature,CCCCC(NC(=O)C(NC(=O)c1cccc(-c2ccccc2)c1)c1ccnn1C)C(=O)OCc1ccccc1,538.6,4.98,2,5,0.248,0
mature,COC(=O)NC(C#Cc1cccc(Cl)c1)C(=O)C(C(=O)NCCSc1ccc(C(F)(F)F)cc1)C1CCCCC1,595.1,6.11,2,5,0.158,0
mature,CC(C)(C)OC(=O)C1CCCCN(C(=O)C(N)CCc2ccccc2)C1=O,374.5,2.44,1,5,0.631,1
mature,CC(=O)Nc1ccc(CNC(=O)c2cnc3ccccn23)c(C#N)c1,333.4,2.09,2,4,0.763,1
mature,CC(C)CC(N)C(=O)NC(=O)C(CCc1ccccc1)NC(Cc1ccccc1)C(=O)CO,453.6,1.77,4,6,0.367,1
mature,CCCSC[C@@H](C#N)NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(OCCO)cc1,455.6,2.55,3,6,0.4,1
mature,CC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)N1CC[C@H](C)C1C(=O)NC1CC1,454.6,1.24,2,4,0.648,1
mature,CC(C)C[C@@H](Cn1nc(-c2ccc(Cl)cc2)cc1-c1ccc(F)cc1)N(Cc1cccc(F)c1)C(N)=O,523.0,7.14,1,2,0.254,0
mature,N#Cc1ccc(C(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NCC(C(=O)NCC(=O)O)c2ccccc2)cc1,602.7,3.71,4,5,0.173,0
mature,S=C=NN=Cc1cccc(OCc2ccccc2)c1,268.3,3.7,0,4,0.47,1
mature,N#Cc1nc(NCC2CCCCC2)nc2cc(-c3ccccc3)ccc12,342.4,5.16,1,4,0.711,0
mature,O=C(O)CC(N[C@H](NC(=O)C1CCCCC1)C(Cc1ccccc1)C(=O)N1CCOCC1)C(=O)Nc1ccc(C(=O)NC2CC2)cc1,647.8,2.69,5,7,0.195,0
mature,CCOc1ccc2[nH]c(C(=O)NC(C(=O)NC(CC(=O)OC)C(C)C)[C@H](CC)CCNC(C)=O)cc2c1,516.6,2.92,4,6,0.285,0
mature,CCCCC(C(=O)N1C(C(=O)NC(=O)Cc2cccc(O)c2)C[C@H]1c1ccccc1Cl)c1ccccc1,519.0,5.55,2,4,0.389,0
mature,N#Cc1nc(NCc2ccccc2)nc2ccccc12,260.3,3.11,1,4,0.786,1
mature,C#C[C@H](CSC)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,396.5,3.01,2,4,0.64,1
mature,CCOC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(=O)C(C)C,453.5,2.37,3,5,0.511,1
mature,CC(C)(C)C(C(=O)NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCC#N,478.5,2.47,3,6,0.374,1
mature,CCCC(NC(=O)OCCc1ccccc1)C(=O)NCC#N,303.4,1.76,2,4,0.716,1
mature,CC(C)[C@@H]1CCC(=O)N2C(C(=O)NCc3cccc(/C=C/C#N)c3)O[C@@H](CN3CCC4(CC4)C3)[C@H]12,476.6,3.31,1,5,0.611,1
mature,COc1ccc(C#C[C@@H](NC(=O)C(NS(=O)(=O)c2ccccc2)c2ccccc2)NC(=O)C2CCCN2C(C)=O)cc1,588.7,2.34,3,6,0.26,0
mature,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)N(CC(C)C)S(=O)(=O)c1ccccc1,473.6,2.96,2,5,0.521,1
mature,CCOC(=O)C1CC(C(=O)NCC#N)[C@H](Cc2ccccc2)O1,316.4,1.21,1,5,0.629,1
mature,N#C[C@H](CCC(F)(F)F)NC(=O)C(Cc1cc2ccccc2[nH]1)=NOC(=O)NCCc1ccccc1,499.5,4.39,3,5,0.218,1
mature,CN1C[C@@](C#N)(c2nccc(C3CCCCC3)n2)C1=O,270.3,1.76,0,4,0.768,1
mature,O=C(CC(Cc1ccccc1)NC(=O)O[C@@H]1CSCCN1C(=O)OCc1ccccc1)Nc1ccccc1,533.7,5.06,2,6,0.399,0
mature,N#CC1(C(=O)NC(CNC(=O)C(=O)NC(=O)OCc2ccccc2)CSCc2ccccc2)CC1,494.6,2.28,3,7,0.431,1
mature,O=C(Cc1cccc(S(=O)(=O)CCCCO)c1)NC(CCc1ccccc1)C(=O)N[C@@H]1CCc2ccccc21,548.7,3.7,3,5,0.282,0
mature,Cc1ccc(COC(=O)N[C@H](/C=C/CSCC(NC(=O)c2ccccc2)C(=O)O)CSCc2ccccc2)cc1,578.8,5.7,3,6,0.157,0
mature,CC(C)OC(=O)NC(C(=O)C#N)C(C)C,212.2,1.24,1,4,0.711,1
mature,COC(=O)C(=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,463.5,1.67,3,7,0.354,1
mature,C[C@H](CNC(=O)c1ccccc1)NC(=O)C(CC1CCCC1)NC(=O)c1nc2ccccc2n1CCc1ccccc1,565.7,4.89,3,4,0.227,0
mature,CC(C)CC(NC(=O)C(=O)NCc1ccc(O)cc1)C(=O)NCCc1ccccc1,411.5,1.9,4,4,0.473,1
mature,CC(C)CC(Cc1ccccc1)C(=O)NC(C/C=C/Cc1ccccc1)C(=O)N[C@H]1CC(=O)O1,462.6,3.95,2,4,0.369,1
mature,CCCCC(NC(=O)Cc1ccccc1)C(=O)N1C[C@@H]2CC[C@@](C(=O)c3cccc(Cl)c3)(CC1=O)C2,509.0,4.99,1,4,0.484,0
mature,Cc1cccc(CC(NC(=O)NC(CC(=O)O)Cc2ccccc2)C(=O)NC2(C#N)CC2)c1,448.5,2.46,4,4,0.443,1
mature,CCCCC(NC(=O)OC(C)(C)C)C(=O)NCCc1ccccc1,334.5,3.43,2,3,0.765,1
mature,CCCCN(CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)N1CCOCC1)C(=O)OC,589.7,1.48,3,7,0.281,0
mature,CC(C)CC(COC=O)NC(=O)OCc1ccccc1,279.3,2.5,1,4,0.743,1
mature,CC(C)CCC(NC(=O)OCc1ccccc1)C(=O)C(NC(=O)O[C@@H](C)C(C)C)C(=O)NCCc1ccccc1,553.7,4.78,3,6,0.273,0
mature,CCCCNC(=O)[C@@]12C[C@@H]1N(C(=O)c1ccc(OC(C)(C)C#N)cc1F)c1c(cc(F)c(F)c1F)O2,505.5,4.39,1,5,0.342,0
mature,N#CC1(C(=O)NCc2c(F)cc(F)cc2OCC(F)(F)F)CC1,334.2,2.83,1,3,0.842,1
mature,CC(C)OC(=O)NC(C=O)CC1(NC(=O)c2cccc(Cl)c2)CCC1,366.8,3.08,2,4,0.726,1
mature,CC(C)(C)OC(=O)NCCNC(=O)C(CC1CCC1)NC(=O)c1ccc(-c2cc[nH]n2)cc1,455.6,3.01,4,5,0.433,1
mature,CC(C)CC(NC(=O)c1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,381.5,2.04,3,3,0.619,1
mature,O=C(NC(Cc1ccccc1)C(=O)Nc1nc2ccc(-c3ccccc3)cc2o1)C(CSCc1ccccc1)NCC(F)(F)F,632.7,6.61,3,6,0.135,0
mature,CC(C)CNC[C@H]1NC(=O)c2c(-c3ccccc3)ccc(F)c2N2CCCc3c(-c4cccc(Cl)c4)ccc1c3C2=O,582.1,7.44,2,3,0.249,0
mature,COC(=O)C(CSCc1ccccc1)NC(=O)C(NCc1ccccc1)C(C)(C)C,428.6,3.78,2,5,0.564,1
mature,Cc1ccc(S(=O)(=O)C[C@H](CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)N2CCOCC2)cc1,515.7,2.95,2,5,0.506,0
mature,N#CC(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCCC1)C(=O)Nc1ccccc1,432.5,2.94,3,4,0.595,1
mature,CC(C)COC(=O)NC(Cc1ccccc1)C(=O)NCCC(=O)OCc1ccccc1,426.5,3.23,2,5,0.538,1
mature,COC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)C(=O)CSC)c1ccccc1,498.6,3.34,2,6,0.324,1
mature,CSC[C@H](C)COC(=O)NC(CC(C)C)C(=O)NC(CC(=O)NC(Cc1ccccc1)C(=O)NOCc1ccccc1)C(C)C,642.9,4.63,4,7,0.164,0
mature,O=C(Nc1ccccc1)C(Cc1cn(C(F)(F)F)nn1)C1CCCCC1,366.4,4.13,1,3,0.865,1
mature,CC(C)CC(NC(=O)C(=O)N[C@H](C#N)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)OCc1ccc(F)cc1,538.6,2.79,3,6,0.281,0
mature,CCC[C@@H](CC#N)NC(=O)C(Cc1ccccc1)C(=O)OCc1ccccc1,378.5,3.79,1,4,0.504,1
mature,Cc1ccc(NC(=O)C(C)NC(=O)NCCCOCc2ccccc2)cc1,369.5,3.23,3,3,0.594,1
mature,O=C(O)CCC(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,518.6,3.62,3,6,0.295,0
mature,O=C(NC(=O)C(NC(=O)c1nn(-c2ccccc2)c(=O)o1)c1ccccc1)c1ccccc1,442.4,2.25,2,6,0.472,1
mature,CC(C)C(NC(CC(=O)O)C(=O)NCC(F)(F)F)C(=O)NC(/C=C/c1ccccc1)C(N)=O,472.5,0.81,5,5,0.304,1
mature,CC(C)C(NC(=O)C(C#N)Cc1ccccc1)C(=O)NCCc1ccc(F)cc1F,413.5,3.15,2,3,0.663,1
mature,N#CNC(=O)C(CC1CCCCC1)NC(=O)OCc1ccccc1,329.4,2.85,2,4,0.62,1
mature,CC(C)OC(=O)NC(CS(C)(=O)=O)C(=O)NC(CCCCN=C(N)N)C(=O)NC(=O)/C=C/S(C)(=O)=O,554.6,-2.34,5,10,0.066,0
mature,N#CCNC(=O)C(=O)NC1CCCCC1,209.2,0.08,2,3,0.499,1
mature,CC(=O)CC(Cc1ccc(-c2cn[nH]c2)cc1)NC(=O)C(CCc1ccccc1)NS(C)(=O)=O,482.6,2.63,3,5,0.366,1
mature,CC[C@@H]1CCC(=O)N2c3cc(Cl)c(Cl)cc3C[C@@H]1COc1c2ccc(OCCF)c1OCC(=O)OC,540.4,5.93,0,6,0.406,0
mature,C[C@@H](OC(=O)N1CCOCC1)C(C#N)NC(=O)c1ccccc1,317.3,1.17,1,5,0.9,1
mature,CC(C)(C)OC(=O)C1CCC(=O)O1,186.2,1.03,0,4,0.574,1
mature,N#C[C@H](Cc1ccccc1)NC(=O)C(NC(=O)CCCc1ccccc1)C(NC(=O)OCc1ccccc1)C(F)(F)F,580.6,4.6,3,5,0.273,0
mature,CNC(CC(F)(F)F)C(=O)NC(CS(=O)(=O)c1ccc(F)cc1)C(=O)NC(C(=O)OC)C1CCCCC1,553.6,1.86,3,7,0.217,0
mature,CCc1nc(C(=O)NCC2CCCCC2)cc(C(C)(C)C)n1,303.5,3.65,1,3,0.923,1
